Title,Short Intro,Category,Sub-Category,Course Type,Language,Rating,Number of viewers,Site,Skills,Instructors,Duration_Hours
"TESOL Certificate, Part 1: Teach English Now! Specialization","TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as a Second Language teaching.",Language Learning,Learning English,Specialization,English,4.9,9201.0,Coursera,"Education, Online Learning, ","Emilia Gracia ,Dr. Justin Shewell ,Andrea Mürau Haraway ,Dr. Shane Dixon ,Jessica Cinco ,",120.0
Financial Engineering and Risk Management Specialization,Advance Your Knowledge in Financial Engineering . Build the fundamentals and technical skills in financial engineering,Business,Finance,Specialization,English,4.5,145.0,Coursera,"Quantitative Analysis, Asset Allocation, Algorithmic Trading, Portfolio Optimization, Mathematical Finance, Derivatives, Swaps and options, Fixed Income, Binomial Distribution, black scholes model, model calibration, modeling and pricing Credit Default Swaps, ","Garud Iyengar ,Ali Hirsa ,Martin Haugh ,",140.0
UI / UX Design Specialization,"Design High-Impact User Experiences. Research, design, and prototype effective, visually-driven websites and apps. ",Arts and Humanities,Music and Art,Specialization,English,4.7,6349.0,Coursera,"Website Wireframe, strategy, User Interface Design (UI Design), User Experience (UX), User Research, Graphic Design, Adobe XD, Adobe Illustrator, InVision, Marvel, Adobe Indesign, Treejack, ","Michael Worthington ,Roman Jaster ,",80.0
"Product Ideation, Design, and Management Specialization","Learn to discover, design, and deliver products that customers love.",Business,Marketing,Specialization,English,4.5,237.0,Coursera,"Product Development, Ideation, Product Management, product design, Innovation, Market Analysis, Entrepreneurship, Competitive Analysis, Customer Development, Marketing, Leadership, User Experience (UX), ","Dr. James V. Green ,Cait von Schnetlage ,Michael R. Pratt ,",100.0
Financial Analysis - Skills for Success Specialization,Prepare for a career in financial analysis. Gain a wholistic understanding of organizational finance and apply an analytical mindset toward financial statement analysis and organizational decision-making.,Business,Finance,Specialization,English,4.6,65.0,Coursera,"Accounting, Scenario Analysis, financial statement analysis, Strategic Management, Finance, Risk, Financial Analysis, Financial Statement, Planning, Decision-Making, Data Analysis, Budget, ","Gies College of Business, University of Illinois ,",60.0
Creative Writing Specialization,Craft Your Story Like the Great Writers. Craft an original story that will absorb a reader’s interest from the beginning to end.,Arts and Humanities,Music and Art,Specialization,English,4.7,4819.0,Coursera,"Short Story Writing, Fiction Writing, Creativity, Copy Editing, ","Brando Skyhorse ,Amy Bloom ,Amity Gaige ,Salvatore Scibona ,",120.0
Data Structures and Algorithms Specialization,"Master Algorithmic Programming Techniques. Advance your Software Engineering or Data Science Career by Learning Algorithms through Programming and Puzzle Solving. Ace coding interviews by implementing each algorithmic challenge in this Specialization. Apply the newly-learned algorithmic techniques to real-life problems, such as analyzing a huge social network or sequencing a genome of a deadly pathogen. ",Computer Science,Algorithms,Specialization,English,4.6,12782.0,Coursera,"Debugging, Software Testing, Algorithms, Data Structure, Computer Programming, Dynamic Programming, Binary Search Tree, Priority Queue, Hash Table, Stack (Abstract Data Type), List, Graph Theory, ","Neil Rhodes ,Daniel M Kane ,Michael Levin ,Michael Levin ,Pavel  Pevzner ,Alexander S. Kulikov ,",160.0
Software Product Management Specialization,Create Better Software using Agile Practices. Master Agile development and effective interactions to drive the making of great software products,Computer Science,Design and Product,Specialization,English,4.7,8428.0,Coursera,"Software Requirements, Product Management, Scrum, agile, Project Management, Agile Software Development, Software Product Management, Software Project Management, Lean Software Development, Software Development Process, Scrum (Software Development), User Story, ","Kenny Wong ,",120.0
Foundations of Management Specialization,Boost Your Career with New Business Knowledge . Master Business Management Fundamentals,Business,Leadership and Management,Specialization,English,4.7,1801.0,Coursera,"Accounting, Leadership, Finance, Marketing, Financial Accounting, Financial Statement, Balance Sheet, Dupont Analysis, Management Accounting, Business Analysis, Management Styles, Management, ","Marc Badia ,Miguel Antón ,Mario Capizzani ,Anneloes Raes ,Carlos García Pont ,",120.0
Genomic Data Science Specialization,Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of the sequencing data revolution.,Data Science,Data Analysis,Specialization,English,4.4,5102.0,Coursera,"Bioinformatics, Statistics, Data Science, Computational Biology, Biopython, Python Programming, Genomics, Bioinformatics Algorithms, Algorithms, Algorithms On Strings, Samtools, Unix, ","Steven Salzberg, PhD ,Jeff Leek, PhD ,Mihaela Pertea, PhD ,Ben Langmead, PhD ,Jacob Pritt ,Liliana Florea, PhD ,Kasper Daniel Hansen, PhD ,",120.0
Methods and Statistics in Social Sciences Specialization,"Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid research and do appropriate data analysis.",Social Sciences,Governance and Society,Specialization,English,4.6,3953.0,Coursera,"Statistics, Statistical Inference, R Programming, Qualitative Research, Confidence Interval, Statistical Hypothesis Testing, Regression Analysis, Analysis Of Variance (ANOVA), ","Annemarie Zand Scholten ,Gerben Moerman ,Matthijs Rooduijn ,Emiel van Loon ,",200.0
"NoSQL, Big Data, and Spark Foundations Specialization","Springboard your Big Data career. Master fundamentals of NoSQL, Big Data, and Apache Spark with hands-on job-ready skills in machine learning and data engineering. ",Information Technology,Data Management,Specialization,English,4.3,102.0,Coursera,"Apache Hadoop, Mongodb, Big Data, Apache Spark, NoSQL Databases, NoSQL, Cloud Database, Cloudant, Cassandra, SparkSQL, SparkML, ","Rav Ahuja ,Ramesh Sannareddy ,Steve Ryan ,Karthik Muthuraman ,Aije Egwaikhide ,Romeo Kienzler ,",80.0
Think like a CFO Specialization,No description available,Business,Finance,Specialization,English,4.8,518.0,Coursera,"Financial Accounting, Accounting, Financial Statement, Balance Sheet, Dupont Analysis, Management Accounting, Business Analysis, Finance, Corporate Finance, Financial Risk, Evaluation, Investment, ","Marc Badia ,Miguel Antón ,Javier Estrada ,",120.0
TensorFlow: Advanced Techniques Specialization,Expand your skill set and master TensorFlow. Customize your machine learning models through four hands-on courses! ,Data Science,Machine Learning,Specialization,English,4.8,1157.0,Coursera,"Model Interpretability, Custom Training Loops, Custom and Exotic Models, Generative Machine Learning, Object Detection, Functional API, Custom Layers, Custom and Exotic Models with Functional API, Custom Loss Functions, Distribution Strategies, Basic Tensor Functionality, GradientTape for Optimization, ","Laurence Moroney ,Eddy Shyu ,",100.0
"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Data Engineering on Google Cloud. Launch your career in Data Engineering. Deliver business value with big data and machine learning.,Data Science,Machine Learning,Specialization,English,4.6,12174.0,Coursera,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing, ","Google Cloud Training ,",80.0
Mathematics for Machine Learning Specialization, Mathematics for Machine Learning. Learn about the prerequisite mathematics for applications in data science and machine learning ,Data Science,Machine Learning,Specialization,English,4.6,12121.0,Coursera,"Eigenvalues And Eigenvectors, Principal Component Analysis (PCA), Multivariable Calculus, Linear Algebra, Basis (Linear Algebra), Transformation Matrix, Linear Regression, Vector Calculus, Gradient Descent, Dimensionality Reduction, Python Programming, ","David Dye ,Samuel J. Cooper ,A. Freddie Page ,Marc Peter Deisenroth ,",80.0
Modern and Contemporary Art and Design Specialization,"Explore Art and Ideas of Our Time. Develop a deeper understanding of artists’ and designers’ processes, and gain confidence in looking at and talking about art.",Arts and Humanities,Music and Art,Specialization,English,4.8,2112.0,Coursera,"Photography, Design, Art, History, Museums, Creativity, Art History, Art Direction, ","Lisa Mazzola ,Sarah Meister ,Lucy Gallun ,Sophie Cavoulacos ,Sean Anderson ,Arièle Dionne-Krosnick ,Erica Papernik-Shimizu ,Christian Rattemeyer ,Paola Antonelli ,Michelle Millar Fisher ,Stephanie Kramer ,Anna Burckhardt ,",140.0
Agile Development Specialization,Drive to Value with Agile Methods . Master an adaptive approach to product development,Computer Science,Design and Product,Specialization,English,4.7,2736.0,Coursera,"hypothesis-driven development, Design Thinking, User Experience (UX), agile, Lean Startup, agile user stories, User Experience Design (UXD), Agile Software Development, Product Management, Software Development, Usability Testing, Continuous Delivery, ","Alex Cowan ,",80.0
Career Success Specialization,Build Essential Skills for the Workplace. Improve your employability and advance in today’s dynamic workforce.,Business,Business Essentials,Specialization,English,4.6,14003.0,Coursera,"Project Management, Information Technology (IT) Management, Communication, Negotiation, Leadership, Team Management, Task Management, Management, Planning, Plan, Accounting, Financial Ratio, ","Rob Stone, PMP, M.Ed. ,Margaret  Meloni,  MBA, PMP ,David Standen, MBA ,Diane Spiegel ,Sue Robins, M.S. Ed. ,  Dave Nagy ,Patricia  Bravo, MBA, SPHR  ,",220.0
U.S. Federal Taxation Specialization,U.S. Federal Taxation of Individuals & Businesses. Learners will develop knowledge in U.S. federal taxation as applied to individuals and businesses. ,Business,Business Essentials,Specialization,English,4.8,629.0,Coursera,"Depreciation, Federal Tax Returns, Tax Law, ","Matthew Hutchens ,Michael P Donohoe, PhD, CPA ,",180.0
The Business of Music Production Specialization,Become a Business-Savvy Music Producer. Gain the knowledge and skills you need to launch your career as a music producer.,Arts and Humanities,Music and Art,Specialization,English,4.9,563.0,Coursera,"Copyright, Music production, Contracts, Pro Tools, Music recording, Music business, Revenue streams, Teambuilding, Audio Production, Music, Songwriting, Create music legally, ","John P. Kellogg, Esq. ,Stephen Webber ,Dr. E. Michael Harrington ,Chrissy Tignor ,",80.0
The Business of Health Care Specialization,Advance your career in health care management. Develop business skills and understand the American health care system to improve cost and quality.,Health,Healthcare Management,Specialization,English,4.6,1223.0,Coursera,"Insurance, Health Economics, ","Richard Lambert ,Christopher D. Ittner ,Ezekiel J. Emanuel, MD, PhD ,Guy David, PhD ,Michael Useem ,Peter Cappelli ,Christian Terwiesch ,Amol S. Navathe, MD, PhD ,David A. Asch, MD, MBA ,Roy Rosin, MBA ,Kevin Volpp, MD, PhD ,",80.0
Practical Data Science on the AWS Cloud Specialization,Become a cloud data science expert. Develop and scale your data science projects into the cloud using Amazon SageMaker,Data Science,Machine Learning,Specialization,English,4.6,438.0,Coursera,"Natural Language Processing with BERT, ML Pipelines and ML Operations (MLOps), A/B Testing and Model Deployment, Data Labeling at Scale, Automated Machine Learning (AutoML), Statistical Data Bias Detection, Multi-class Classification with FastText and BlazingText, Data ingestion, Exploratory Data Analysis, ML Pipelines and MLOps, Model Training and Deployment with BERT, Model Debugging and Evaluation, ","Antje Barth ,Shelbee Eigenbrode ,Sireesha Muppala ,Chris Fregly ,",60.0
